neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,latitude,longitude
Unknown,Downtown,Entire home/apt,143,1,97,42.35593,-71.05837
City of Los Angeles,Pico-Robertson,Entire home/apt,150,1,0,34.05882,-118.38356
Unknown,Pacific Grove,Entire home/apt,950,4,80,36.61945,-121.91409
Brooklyn,Flatbush,Private room,75,30,190,40.64435,-73.96878
Other Cities,La Verne,Entire home/apt,91,30,52,34.12112,-117.79141
Unknown,Unincorporated Areas,Entire home/apt,530,1,52,36.12869,-115.2307
Unknown,St. Roch,Entire home/apt,65,30,8,29.97082,-90.05072
Unknown,Cleveland Heights,Entire home/apt,90,2,145,37.80654,-122.24767
Unknown,78751,Shared room,27,30,11,30.31474,-97.71838
Queens,East Elmhurst,Private room,42,30,19,40.75902,-73.88238
Central Area,Mann,Entire home/apt,135,30,83,47.61649,-122.29719
Unknown,Memorial,Entire home/apt,269,2,23,32.70223,-117.13336
Unknown,Back Bay,Entire home/apt,183,32,1,42.3505139,-71.089844
Unknown,Plantation,Entire home/apt,286,1,1,26.10865,-80.20674
City of Los Angeles,Pico-Robertson,Entire home/apt,80,31,130,34.05025,-118.37632
Newport,Newport,Entire home/apt,176,2,0,41.48974,-71.31925
Brooklyn,Canarsie,Entire home/apt,123,2,73,40.63451,-73.91169
Unknown,Downtown,Entire home/apt,127,32,11,42.35882,-71.06132
Unincorporated Areas,Unincorporated Santa Monica Mountains,Entire home/apt,690,4,35,34.05362,-118.64056
Unknown,28804,Entire home/apt,36,1,2,35.62623,-82.57521
Unknown,West Riverside,Entire home/apt,157,30,144,29.91757,-90.12239
Unknown,Audubon,Entire home/apt,106,2,11,29.93593,-90.11277
Other Cities,Covina,Entire home/apt,328,3,15,34.10112,-117.86268
Unknown,78702,Entire home/apt,370,1,21,30.26452,-97.72141
Manhattan,Harlem,Entire home/apt,400,3,2,40.80802,-73.9561
Unknown,78741,Private room,85,2,1,30.2299,-97.70135
Unknown,Wright,Entire home/apt,111,2,92,45.17224,-93.87635
Providence,Providence,Entire home/apt,387,2,2,41.82299,-71.42526
Other Cities,Long Beach,Entire home/apt,250,31,397,33.75729,-118.13265
Unknown,District 19,Entire home/apt,174,2,3,36.17276,-86.78175
Manhattan,SoHo,Entire home/apt,125,30,9,40.72465,-74.00186
Unknown,Central City,Entire home/apt,143,2,31,29.94264,-90.0811
Unknown,Seventh Ward,Entire home/apt,143,3,5,29.97095,-90.06394
Unknown,Near North/University,Entire home/apt,210,1,139,39.98582,-83.01258
Unknown,South End,Entire home/apt,138,1,46,42.33982,-71.07734
Unknown,Unincorporated Areas,Entire home/apt,143,2,23,36.10583,-115.16566
City of Los Angeles,Sherman Oaks,Private room,199,30,0,34.16409460187893,-118.45500712584888
Manhattan,Battery Park City,Entire home/apt,454,3,14,40.70862,-74.01787
Unknown,Unincorporated Areas,Entire home/apt,900,3,0,36.13494,-115.15047
Unknown,"Brightwood Park, Crestwood, Petworth",Entire home/apt,34,31,46,38.9562,-77.01953
City of Los Angeles,Tarzana,Entire home/apt,599,3,0,34.16219160476886,-118.55299946421772
Unknown,Mission,Entire home/apt,400,3,68,37.75323,-122.4075
Unknown,Highland,Entire home/apt,212,30,0,39.76253,-105.00918
Unknown,Pacific Grove,Private room,230,1,544,36.63256,-121.92525
Unknown,Grand Lake,Private room,60,1,189,37.81386,-122.25013
Unknown,Midtown,Entire home/apt,1014,2,109,32.74379,-117.16175
Unknown,Hennepin,Entire home/apt,128,1,26,44.98624,-93.30775
Unknown,Deerfield Beach,Entire home/apt,218,3,177,26.29801,-80.09798
Unknown,Santa Clara,Private room,50,21,26,37.39564,-121.94933
Other neighborhoods,Phinney Ridge,Entire home/apt,68,30,114,47.67523,-122.35332
Manhattan,Washington Heights,Shared room,39,30,15,40.84734,-73.94021
Unknown,Unincorporated Areas,Entire home/apt,69,2,59,36.10314,-115.11071
Brooklyn,East Flatbush,Private room,211,30,1,40.65573,-73.94012
Unknown,Sunnyvale,Entire home/apt,243,3,17,37.39904,-121.99139
Staten Island,Stapleton,Private room,80,5,3,40.62636,-74.07984
Manhattan,Theater District,Entire home/apt,368,2,2,40.76011,-73.98729
Queens,Jamaica Estates,Entire home/apt,140,30,0,40.71817,-73.80436
Other Cities,Monrovia,Entire home/apt,170,1,0,34.14614506394889,-117.99091186496902
Brooklyn,Bushwick,Private room,43,30,0,40.69835,-73.93299
Other Cities,Carson,Private room,65,2,26,33.82825,-118.25559
Other Cities,Santa Clarita,Entire home/apt,250,3,15,34.41991,-118.56267
Unknown,Unincorporated Areas,Private room,58,1,79,36.0062,-115.15053
Queens,Sunnyside,Private room,35,30,5,40.73856,-73.92431
Other Cities,Santa Monica,Entire home/apt,140,31,1,34.0328,-118.48611
Unknown,Boise,Entire home/apt,88,1,183,45.5527,-122.67469
Queens,Elmhurst,Entire home/apt,298,30,145,40.73564,-73.87221
Unknown,Unincorporated Areas,Entire home/apt,133,1,251,36.11242,-115.18586
Other Cities,Palmdale,Private room,39,2,182,34.58516,-118.15755
Unknown,Mt. Scott-Arleta,Private room,77,1,18,45.48838,-122.59946
Unknown,Loop,Entire home/apt,350,32,0,41.87131,-87.6253
Unknown,Outer Richmond,Private room,89,2,135,37.77681,-122.481
Unknown,Menlo Park,Entire home/apt,209,1,2,37.48627,-122.18354
City of Los Angeles,Montecito Heights,Entire home/apt,212,3,27,34.09145,-118.19179
Unknown,Uptown,Entire home/apt,132,2,395,29.92739,-90.10827
City of Los Angeles,Hollywood Hills,Private room,102,1,230,34.13039,-118.34505
Unknown,Fort Lauderdale,Entire home/apt,89,1,86,26.14666,-80.13395
Central Area,Minor,Entire home/apt,98,1,90,47.60606,-122.30513
Unknown,Eastland/Brice,Entire home/apt,72,2,16,39.92684,-82.82294
Unknown,Back Bay,Entire home/apt,280,29,79,42.34492,-71.08482
Unknown,"Near Southeast, Navy Yard",Entire home/apt,132,32,0,38.8712174,-77.0068245
City of Los Angeles,Hollywood Hills,Entire home/apt,271,5,24,34.10699,-118.34322
Unknown,Near West Side,Private room,59,2,307,41.86832,-87.66222
City of Los Angeles,Highland Park,Entire home/apt,221,2,4,34.120941630358395,-118.19244166241393
Unknown,78749,Entire home/apt,300,1,0,30.23127,-97.82364
Unincorporated Areas,West Carson,Private room,180,1,0,33.80543,-118.29323
Unknown,78753,Entire home/apt,947,2,0,30.348879108891467,-97.6974639281604
City of Los Angeles,Studio City,Entire home/apt,769,3,0,34.1530558330815,-118.38886903008007
Unincorporated Areas,Universal City,Entire home/apt,180,3,12,34.13922,-118.36061
Unknown,Hollywood,Entire home/apt,52,1,5,25.99957,-80.15914
Unknown,Ward 1,Entire home/apt,120,2,13,44.94096,-123.0416
City of Los Angeles,Beverly Crest,Entire home/apt,473,31,0,34.12269,-118.42657
Unknown,Unincorporated Areas,Private room,60,1,1,36.1269,-115.26598
Manhattan,Harlem,Private room,45,14,38,40.82644,-73.95193
Other Cities,Pomona,Entire home/apt,75,2,4,34.07583,-117.74222
Unknown,78723,Shared room,125,1,0,30.29997,-97.70606
Capitol Hill,Broadway,Private room,59,10,0,47.61919,-122.32007
Unknown,Menlo Park,Entire home/apt,200,30,4,37.45328,-122.17056
Queens,Astoria,Private room,53,1,33,40.76816,-73.92858
Unknown,Downtown/Civic Center,Entire home/apt,95,2,5,37.78997,-122.40959
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,200,2,70,38.88067,-76.99645
Unknown,Milan,Entire home/apt,127,2,5,29.93521,-90.09392
Unknown,Central Business District,Entire home/apt,265,1,123,29.94987,-90.07127
City of Los Angeles,Downtown,Entire home/apt,436,30,12,34.05502,-118.25209
Queens,Long Island City,Entire home/apt,149,30,4,40.7458,-73.94441
Brooklyn,East Flatbush,Entire home/apt,90,2,0,40.64523,-73.93174
City of Los Angeles,Downtown,Private room,798,30,0,34.05031,-118.25313
Unknown,Unincorporated Areas,Entire home/apt,724,3,1,36.10811,-115.16768
Unknown,Oakland Ave-Harrison St,Entire home/apt,200,3,5,37.81941,-122.25863
Unknown,Unincorporated Areas,Entire home/apt,426,2,1,36.95162768906528,-121.87773017699593
City of Los Angeles,Mid-City,Entire home/apt,100,30,7,34.04713,-118.37083
Unknown,Pompano Beach,Entire home/apt,323,3,40,26.24622,-80.09648
Unknown,Freret,Entire home/apt,114,30,2,29.93494,-90.10795
Unknown,78726,Entire home/apt,260,3,51,30.44262,-97.82678
City of Los Angeles,Silver Lake,Entire home/apt,175,30,14,34.09619,-118.25722
Unknown,Hallandale Beach,Entire home/apt,464,1,33,25.9871,-80.12334
Unknown,78730,Entire home/apt,75,1,0,30.38899,-97.84098
Unknown,San Jose,Entire home/apt,265,30,2,37.32043,-121.94932
Unknown,Oakland,Entire home/apt,119,2,0,41.82346542762683,-87.60626148947884
Unknown,Fort Lauderdale,Entire home/apt,120,1,38,26.10446,-80.14726
Newport,Little Compton,Entire home/apt,571,14,3,41.49163,-71.16167
Queens,Howard Beach,Entire home/apt,95,1,0,40.66043,-73.8425
Queens,Laurelton,Entire home/apt,229,2,17,40.68114,-73.73121
Manhattan,Greenwich Village,Entire home/apt,249,30,35,40.72821,-74.00032
Unknown,Audubon,Entire home/apt,203,2,109,29.93715,-90.12736
Unknown,Gaskill,Entire home/apt,80,5,7,37.83857,-122.2789
Unknown,Fort Lauderdale,Entire home/apt,81,1,220,26.148785,-80.133636
Unknown,28804,Entire home/apt,210,31,30,35.63644,-82.52077
City of Los Angeles,Pico-Robertson,Entire home/apt,325,30,0,34.06115,-118.38267
Unknown,Midtown,Entire home/apt,213,2,19,32.73902,-117.17469
Unknown,District 21,Entire home/apt,138,3,11,36.15851,-86.80693
Unknown,78733,Entire home/apt,160,2,40,30.30195,-97.86412
Unknown,Treme - Lafitte,Entire home/apt,153,2,39,29.96467,-90.06928
Unknown,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,46,1,9,38.91153,-77.00745
Brooklyn,Bay Ridge,Private room,149,5,4,40.63524,-74.0197
Queens,Middle Village,Entire home/apt,328,30,8,40.71734,-73.87805
Unknown,District 17,Entire home/apt,230,2,60,36.14589,-86.78668
Unknown,Midtown,Entire home/apt,151,1,278,32.74549,-117.15209
Unknown,Downtown/Civic Center,Entire home/apt,81,30,3,37.78609,-122.4112
Unknown,Hollywood,Entire home/apt,950,1,0,26.01445,-80.14549
Other Cities,El Monte,Entire home/apt,75,2,64,34.05546,-118.01844
Unknown,Fort Lauderdale,Entire home/apt,119,4,8,26.11859,-80.15161
Unknown,Unincorporated Areas,Entire home/apt,203,2,95,36.12249,-115.26361
City of Los Angeles,University Park,Entire home/apt,67,30,0,34.034067559377434,-118.28286028316128
Unknown,Near North Side,Entire home/apt,571,2,34,41.9081,-87.63544
Unknown,District 9,Entire home/apt,135,30,2,36.2361,-86.66814
Unknown,West Highland,Entire home/apt,56,30,14,39.76118,-105.02548
Unknown,South Prescott,Private room,95,1,1,37.80432,-122.29826
City of Los Angeles,Reseda,Entire home/apt,349,2,64,34.21941,-118.52926
Unknown,Unincorporated Areas,Entire home/apt,531,2,26,36.1262,-115.12635
Unknown,Southwest Hills,Entire home/apt,115,30,0,45.50251,-122.71382
Unknown,Unincorporated Areas,Private room,45,7,2,36.06463,-115.12095
Unknown,Loma Portal,Entire home/apt,150,2,110,32.7422,-117.24708
Brooklyn,Park Slope,Entire home/apt,171,2,306,40.67548,-73.98315
Unknown,Humboldt,Entire home/apt,142,2,0,45.56485,-122.66866
Unknown,78702,Entire home/apt,218,2,43,30.27887,-97.71587
Unincorporated Areas,Marina del Rey,Entire home/apt,585,1,11,33.97813,-118.45851
Brooklyn,Greenpoint,Private room,58,30,0,40.72913,-73.95642
City of Los Angeles,Pacoima,Entire home/apt,108,2,18,34.28171,-118.42213
Unknown,Humboldt Park,Entire home/apt,367,3,104,41.90413,-87.70981
Unknown,West Riverside,Entire home/apt,328,3,37,29.92016,-90.1115
Unknown,Piedmont,Private room,75,5,123,45.5809,-122.67545
Unknown,Valverde,Entire home/apt,209,1,74,39.71587,-105.0206
Unknown,Outer Mission,Entire home/apt,245,3,91,37.72768,-122.44304
University District,University District,Entire home/apt,100,30,66,47.66502,-122.30352
Unknown,28704,Entire home/apt,155,4,1,35.46322262919305,-82.5099701725923
Manhattan,Harlem,Private room,49,36,0,40.82389,-73.93623
City of Los Angeles,Mid-Wilshire,Private room,60,30,83,34.05449,-118.34427
Unknown,Near East,Entire home/apt,111,2,2,39.95909,-82.9719
Unknown,Piedmont,Entire home/apt,215,3,6,37.81503,-122.22628
Other Cities,Beverly Hills,Entire home/apt,315,30,2,34.08538,-118.38994
City of Los Angeles,Echo Park,Entire home/apt,226,30,3,34.0713896,-118.2531902
Unknown,78737,Entire home/apt,104,2,109,30.16798,-97.96873
Other Cities,Downey,Entire home/apt,85,2,10,33.91529,-118.11445
Unknown,Northwest,Entire home/apt,738,10,32,32.62632,-117.05646
City of Los Angeles,North Hollywood,Entire home/apt,107,30,0,34.16831,-118.35875
Unknown,Milpitas,Entire home/apt,10,30,2,37.43214,-121.87855
Unknown,Hollywood,Entire home/apt,191,4,61,25.98761,-80.11964
Unknown,City of Henderson,Entire home/apt,179,3,80,36.06336,-115.08741
Other Cities,Glendale,Entire home/apt,250,200,76,34.18901,-118.22193
Manhattan,Midtown,Private room,1570,2,5,40.75448,-73.98221
Unknown,Mountain View,Entire home/apt,221,31,0,37.38589450000001,-122.0544474
Unknown,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room,130,2,6,38.91278,-77.01123
Unknown,Cupertino,Entire home/apt,204,31,0,37.3212853,-122.0294491
Unknown,Unincorporated Areas,Entire home/apt,1339,2,16,36.0883,-115.10228
Queens,Long Island City,Private room,100,1,3,40.75476,-73.93558
Unknown,Foothill Square,Entire home/apt,90,2,11,37.753,-122.15218
Manhattan,Harlem,Private room,65,30,4,40.82962,-73.94493
City of Los Angeles,Woodland Hills,Private room,70,30,0,34.15663,-118.59714
Unknown,Central City,Entire home/apt,289,3,31,29.93348,-90.08293
Unknown,District 26,Entire home/apt,245,2,4,36.08485,-86.73289
Newport,Newport,Shared room,100,30,1,41.48939,-71.30685
Unknown,Mission,Private room,100,3,221,37.76081,-122.41894
Unknown,West University Heights,Entire home/apt,275,3,0,32.7554162,-117.1514983
Unknown,Unincorporated Areas,Entire home/apt,100,30,38,36.06209,-115.12081
Unknown,Hallandale Beach,Entire home/apt,131,1,35,25.98619,-80.12224
Manhattan,East Harlem,Private room,94,30,3,40.79146,-73.94763
Unknown,Bayview,Private room,62,30,11,37.73852,-122.39215
Lake City,Meadowbrook,Entire home/apt,164,3,96,47.71302,-122.29722
Manhattan,Financial District,Private room,239,1,43,40.70591,-74.00571
Unknown,Normal Heights,Private room,600,10,10,32.76012,-117.11747
Rainier Valley,Columbia City,Entire home/apt,105,30,0,47.54928,-122.27412
Unknown,Hallandale Beach,Shared room,46,1,0,25.98588,-80.15403
Unknown,78704,Entire home/apt,360,29,30,30.25287,-97.74682
Unknown,Fort Lauderdale,Entire home/apt,209,3,11,26.13798,-80.11008
Unknown,Hallandale Beach,Entire home/apt,209,3,9,25.98637,-80.12304
Brooklyn,Flatbush,Entire home/apt,103,30,21,40.64216,-73.95781
City of Los Angeles,Vermont Knolls,Private room,27,30,1,33.97234,-118.28295
Other Cities,Inglewood,Entire home/apt,180,31,44,33.93991,-118.33416
Providence,Cranston,Private room,85,1,4,41.77718,-71.40849
Unknown,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire home/apt,130,30,0,38.90684,-76.99684
Unknown,78704,Entire home/apt,288,1,19,30.23864,-97.78102
Manhattan,Chelsea,Private room,75,2,6,40.74696,-73.99631
City of Los Angeles,Venice,Entire home/apt,450,5,5,33.98264334568174,-118.4623440767212
Unknown,Near North/University,Entire home/apt,90,2,12,39.98676,-82.9959
Unknown,Lauderdale By The Sea,Private room,456,1,0,26.19635,-80.09506
Unknown,City of Las Vegas,Private room,46,1,7,36.31096,-115.30195
Unknown,St. Claude,Entire home/apt,190,3,169,29.96703,-90.04335
Unknown,City of North Las Vegas,Private room,35,3,5,36.22426,-115.16248
Unknown,78745,Entire home/apt,129,30,39,30.21813,-97.77642
Unknown,Cortez Hill,Entire home/apt,74,30,6,32.722187805592256,-117.15921981904908
Other Cities,Beverly Hills,Entire home/apt,137,1,3,34.07307224145143,-118.39355260286302
Unknown,Oakland Park,Entire home/apt,153,3,2,26.17241,-80.13376
Unknown,Fort Lauderdale,Entire home/apt,86,1,186,26.151825,-80.132271
Manhattan,Inwood,Entire home/apt,70,30,17,40.86721,-73.92244
City of Los Angeles,Venice,Entire home/apt,1524,30,1,33.98858,-118.45728
Unknown,Unincorporated Areas,Private room,32,30,4,36.127659,-115.232079
Queens,Flushing,Private room,68,1,112,40.74537,-73.83252
Unknown,City Heights East,Entire home/apt,124,1,194,32.73495,-117.09907
City of Los Angeles,Venice,Entire home/apt,130,30,1,34.0023,-118.45531
City of Los Angeles,Hyde Park,Entire home/apt,250,30,7,33.97406,-118.33244
Unknown,Southcrest,Entire home/apt,78,1,26,32.68899,-117.10649
City of Los Angeles,Downtown,Entire home/apt,60,30,0,34.03692,-118.26759
Unknown,78737,Entire home/apt,371,2,1,30.21311,-97.98398
Manhattan,East Harlem,Private room,51,1,53,40.8088,-73.9361
City of Los Angeles,Downtown,Shared room,40,30,0,34.05761,-118.25199
Unknown,Unincorporated Areas,Entire home/apt,195,2,101,36.01739,-115.22421
Unknown,Ivy Hill,Entire home/apt,79,3,2,37.80043,-122.2458
Manhattan,Tribeca,Entire home/apt,383,2,0,40.71487414642555,-74.00961657757361
Unknown,Unincorporated Areas,Entire home/apt,45,28,1,36.09993,-115.05954
Other Cities,Pasadena,Entire home/apt,230,4,9,34.13161,-118.14056
Newport,Newport,Entire home/apt,483,1,17,41.48339,-71.30909
Unknown,78741,Entire home/apt,200,2,69,30.24374,-97.72686
Unknown,San Jose,Private room,69,2,1,37.415928843637616,-121.93960912756782
Cascade,Eastlake,Private room,91,10,0,47.64242,-122.32334
Unknown,Mountain View,Entire home/apt,117,2,10,37.40693,-122.09211
Unknown,District 5,Entire home/apt,203,1,26,36.20207,-86.76435
Unknown,78703,Entire home/apt,308,3,1,30.27778401875647,-97.75201693100996
Unknown,"West End, Foggy Bottom, GWU",Entire home/apt,117,59,168,38.89554,-77.04482
Unknown,San Jose,Entire home/apt,96,24,8,37.29956,-121.79531
City of Los Angeles,East Hollywood,Entire home/apt,90,30,1,34.08935,-118.29041
Unknown,Santa Clara,Private room,79,3,5,37.33527,-121.95787
Manhattan,Hell's Kitchen,Private room,110,400,1,40.76064,-73.99205
Queens,Elmhurst,Entire home/apt,115,1,0,40.739070889600015,-73.86963646758643
City of Los Angeles,Historic South-Central,Private room,72,82,0,34.02843,-118.27208
Brooklyn,Boerum Hill,Entire home/apt,100,30,17,40.68826,-73.98558
Unknown,District 21,Entire home/apt,131,30,0,36.15067,-86.82203
Unknown,"Brightwood Park, Crestwood, Petworth",Private room,93,91,0,38.94412,-77.03196
Queens,St. Albans,Entire home/apt,50,30,16,40.70049,-73.75528
Queens,Rockaway Beach,Entire home/apt,90,30,24,40.58959,-73.81339
Unincorporated Areas,Westmont,Private room,95,3,120,33.93465,-118.31388
Other Cities,Inglewood,Private room,79,1,200,33.95052,-118.32222
Unknown,District 21,Entire home/apt,101,1,2,36.14668,-86.81496
Unknown,Unincorporated Areas,Entire home/apt,180,2,0,36.1011,-115.21483
Newport,Newport,Entire home/apt,176,2,1,41.49064,-71.32021
Unknown,Pacific Grove,Entire home/apt,464,2,33,36.621188,-121.911641
City of Los Angeles,Downtown,Entire home/apt,49,31,0,34.03221738746716,-118.26338153835934
Downtown,First Hill,Entire home/apt,157,3,36,47.612137,-122.329803
Unknown,Unincorporated Areas,Entire home/apt,142,1,22,36.11398,-115.07487
Capitol Hill,Broadway,Entire home/apt,147,1,1,47.61362923503023,-122.31881731402922
Unknown,Lauderdale By The Sea,Entire home/apt,225,2,7,26.18983,-80.09892
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,127,3,37,38.88125,-76.9803
Unknown,Charlestown,Entire home/apt,200,2,410,42.37926,-71.06364
Unknown,Los Gatos,Entire home/apt,289,31,0,37.25931,-121.96338
Unknown,Pembroke Pines,Private room,100,1,0,26.01249,-80.26087
Capitol Hill,Broadway,Entire home/apt,799,7,1,47.62476,-122.31746
Unknown,Outer Sunset,Private room,67,1,348,37.74782,-122.47713
Unknown,78759,Entire home/apt,110,30,18,30.3743,-97.75864
